         1801071959 function calls (1801068537 primitive calls) in 425.219 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
      199    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       86    0.000    0.000    0.000    0.000 std.py:1157(__hash__)
      336    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 _sysconfigdata__linux_x86_64-linux-gnu.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:2195(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 mixins.py:61(NDArrayOperatorsMixin)
      156    0.000    0.000    0.000    0.000 std.py:231(__call__)
      137    0.000    0.000    0.000    0.000 enum.py:47(_is_dunder)
       48    0.000    0.000    0.000    0.000 typing.py:341(_unpack_args)
      174    0.000    0.000    0.000    0.000 {built-in method time.time}
      131    0.000    0.000    0.000    0.000 <frozen os>:793(encode)
      2/1    0.000    0.000    0.000    0.000 std.py:663(__new__)
      228    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
        1    0.000    0.000    0.000    0.000 __init__.py:254(_extend_dict)
       37    0.000    0.000    0.000    0.000 _parser.py:85(opengroup)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      459    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      336    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
       79    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       12    0.000    0.000    0.000    0.000 _compiler.py:389(_mk_bitmap)
      265    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
       33    0.000    0.000    0.000    0.000 std.py:153(__init__)
        3    0.000    0.000    0.000    0.000 enum.py:483(__prepare__)
      2/1    0.000    0.000    0.000    0.000 _monitor.py:30(__init__)
      210    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       58    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       48    0.000    0.000    0.000    0.000 enum.py:695(__call__)
      438    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
      198    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      113    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
       43    0.000    0.000    0.000    0.000 _parser.py:371(_escape)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       12    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
      109    0.000    0.000    0.000    0.000 typing.py:1478(<genexpr>)
      386    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 __init__.py:114(_getuserbase)
      163    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       21    0.000    0.000    0.000    0.000 _parser.py:273(getuntil)
      126    0.000    0.000    0.000    0.000 enum.py:58(_is_sunder)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
      170    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      276    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       11    0.000    0.000    0.000    0.000 enum.py:1055(_add_member_)
      169    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       46    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
      106    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       43    0.000    0.000    0.000    0.000 _parser.py:448(_uniq)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
       56    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       13    0.000    0.000    0.000    0.000 mixins.py:46(_numeric_methods)
       36    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
      165    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       21    0.000    0.000    0.000    0.000 overrides.py:22(get_array_function_like_doc)
       60    0.000    0.000    0.000    0.000 enum.py:1585(_get_value)
       28    0.000    0.000    0.000    0.000 inspect.py:2726(__init__)
      374    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        8    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 _arraypad_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      195    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6637(refer_to_array_attribute)
        8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      165    0.000    0.000    0.000    0.000 _virtualenv.py:50(find_spec)
        2    0.000    0.000    0.000    0.000 __init__.py:123(joinuser)
        1    0.000    0.000    0.000    0.000 synchronize.py:121(_make_name)
       42    0.000    0.000    0.000    0.000 getlimits.py:102(_float_conv)
        8    0.000    0.000    0.000    0.000 __init__.py:245(_subst_vars)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
      201    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:797(_make_union)
      106    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       85    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
        4    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       78    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      111    0.000    0.000    0.000    0.000 _parser.py:82(groups)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
       10    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        1    0.000    0.000    0.000    0.000 __config__.py:9(DisplayModes)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
     18/8    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       46    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:1592(__or__)
       48    0.000    0.000    0.000    0.000 enum.py:1152(__new__)
      228    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
     18/8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 std.py:686(_decr_instances)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
      196    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_joinable_thread}
      156    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       78    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
      304    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       45    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       54    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
       25    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
    18/16    0.000    0.000    0.000    0.000 _compiler.py:439(_get_literal_prefix)
        9    0.000    0.000    0.000    0.000 overrides.py:27(finalize_array_function_like)
       43    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
      184    0.000    0.000    0.000    0.000 _parser.py:112(__init__)
      163    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       85    0.000    0.000    0.000    0.000 _parser.py:171(__setitem__)
       79    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
        2    0.000    0.000    0.000    0.000 threading.py:620(set)
        2    0.000    0.000    0.000    0.000 random.py:128(seed)
       17    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        4    0.000    0.000    0.000    0.000 enum.py:1216(_add_alias_)
      2/1    0.000    0.000    0.000    0.000 threading.py:953(start)
        3    0.000    0.000    0.000    0.000 __init__.py:522(PYFUNCTYPE)
       31    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      122    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      136    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       99    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
       44    0.000    0.000    0.000    0.000 threading.py:312(_release_save)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
      174    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
      167    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       24    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
       18    0.000    0.000    0.000    0.000 _parser.py:230(__init__)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
       99    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:72(join)
       88    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 subprocess.py:756(Popen)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
      132    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
      162    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 __init__.py:432(_sanity_check)
        1    0.000    0.000    0.000    0.000 pickle.py:1180(_Unpickler)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x73fe26ffcc20}
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
       25    0.000    0.000    0.000    0.000 enum.py:760(__delattr__)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
       10    0.000    0.000    0.000    0.000 _parser.py:311(_class_escape)
       73    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:220(is_python_build)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:1455(_missing_)
        4    0.000    0.000    0.000    0.000 typing.py:2325(runtime_checkable)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
       73    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 inspect.py:3014(__init__)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        2    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
       42    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:495(hugepage_setup)
       11    0.000    0.000    0.000    0.000 typing.py:3790(__getattr__)
       18    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       86    0.000    0.000    0.000    0.000 threading.py:605(is_set)
        4    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:73(_override___module__)
        1    0.000    0.000    0.000    0.000 _linalg.py:47(EighResult)
       36    0.000    0.000    0.000    0.000 _compiler.py:573(isstring)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
        2    0.000    0.000    0.000    0.000 arrayprint.py:547(decorating_function)
        3    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
       21    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
      101    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        4    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
       44    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 _linalg.py:55(SlogdetResult)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       46    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 typing.py:3115(_get_typeddict_qualifiers)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
      102    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:213(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:592(__init__)
       17    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        2    0.000    0.000    0.000    0.000 threading.py:398(notify)
        1    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
       35    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       35    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        5    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
        4    0.000    0.000    0.000    0.000 __init__.py:530(cast)
       11    0.000    0.000    0.000    0.000 _compiler.py:470(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 functools.py:541(decorating_function)
        1    0.000    0.000    0.000    0.000 _internal.py:252(_missing_ctypes)
       13    0.000    0.000    0.000    0.000 mixins.py:38(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
      105    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:440(__enter__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1277(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:110(remove)
        1    0.000    0.000    0.000    0.000 random.py:458(choices)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:758(_validate_hash_pyc)
       18    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1080(poly1d)
       33    0.000    0.000    0.000    0.000 utils.py:112(__format__)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:701(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
       40    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:166(<genexpr>)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        8    0.000    0.000    0.000    0.000 _nbit_base.py:52(__init_subclass__)
       42    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        6    0.000    0.000    0.000    0.000 typing.py:2524(get_origin)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 numeric.py:137(ones)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
       33    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:170(simplefilter)
        2    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        3    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:719(__setitem__)
        1    0.000    0.000    0.000    0.000 util.py:163(register_after_fork)
       11    0.000    0.000    0.000    0.000 enum.py:199(__get__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        2    0.000    0.000    0.000    0.000 <frozen os>:725(__delitem__)
       16    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       29    0.000    0.000    0.000    0.000 inspect.py:3061(<genexpr>)
       46    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        3    0.000    0.000    0.000    0.000 getlimits.py:697(__init__)
       32    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        1    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:176(dirname)
        1    0.000    0.000    0.000    0.000 std.py:438(status_printer)
       13    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        5    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       30    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 platform.py:920(uname_result)
        2    0.000    0.000    0.000    0.000 weakref.py:289(update)
       42    0.000    0.000    0.000    0.000 _compat_pickle.py:164(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:384(finfo)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
       33    0.000    0.000    0.000    0.000 std.py:167(colour)
       57    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 tempfile.py:860(TemporaryDirectory)
        3    0.000    0.000    0.000    0.000 enum.py:346(__init__)
       29    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
        3    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        9    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
        1    0.000    0.000    0.000    0.000 std.py:131(Bar)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:36(isfile)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:328(AxisConcatenator)
        2    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
       18    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:330(_get_sysconfigdata_name)
        2    0.000    0.000    0.000    0.000 std.py:1286(fp_write)
        1    0.000    0.000    0.000    0.000 __init__.py:1846(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 process.py:396(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:453(LibraryLoader)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
       21    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
       12    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 std.py:76(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 functools.py:404(__get__)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       10    0.000    0.000    0.000    0.000 typing.py:544(__getattr__)
        1    0.000    0.000    0.000    0.000 _internal.py:261(_ctypes)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
       33    0.000    0.000    0.000    0.000 std.py:163(colour)
        1    0.000    0.000    0.000    0.000 __init__.py:957(createLock)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        7    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        4    0.000    0.000    0.000    0.000 mixins.py:53(_unary_method)
        1    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
       23    0.000    0.000    0.000    0.000 enum.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        3    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        7    0.000    0.000    0.000    0.000 enum.py:803(__members__)
        2    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
       16    0.000    0.000    0.000    0.000 typing.py:3000(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1462(Logger)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       17    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        5    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        1    0.000    0.000    0.000    0.000 traceback.py:424(StackSummary)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(CompletedProcess)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1307(__init__)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:456(__exit__)
        1    0.000    0.000    0.000    0.000 subprocess.py:132(CalledProcessError)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        9    0.000    0.000    0.000    0.000 typing.py:2750(final)
        1    0.000    0.000    0.000    0.000 getlimits.py:639(iinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:1110(StreamHandler)
        1    0.000    0.000    0.000    0.000 _iotools.py:132(LineSplitter)
        2    0.000    0.000    0.000    0.000 threading.py:1022(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:581(Event)
        3    0.000    0.000    0.000    0.000 enum.py:961(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 __init__.py:1835(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:370(Barrier)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        1    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
        1    0.000    0.000    0.000    0.000 utils.py:156(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        7    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:989(TracebackException)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1432(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 _testutils.py:145(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:376(abspath)
        2    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(_del_safe)
       18    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 threading.py:1160(daemon)
       11    0.000    0.000    0.000    0.000 enum.py:1333(value)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        5    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        2    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
